Country_Code,Year,Traffic_Deaths,Population,GDP_Per_Capita,Alcohol_Per_Capita,Death_Rate_Per_100k
DJI,2013,145,984824.0,2075.94498424748,0.65,14.72344297052062
DJI,2014,141,1002717.0,2214.62084142432,0.59,14.061794105415585
DJI,2015,145,1020313.0,2376.12554719873,0.53,14.211325348201974
DJI,2016,148,1037653.0,2510.4300076241,0.49,14.262956884430537
DJI,2017,153,1054841.0,2618.95521147369,0.47,14.504555662891374
DJI,2018,158,1071882.0,2718.08338799203,0.4,14.740428517318138
DJI,2019,161,1088709.0,2837.16902340932,0.4,14.788157349668278
DMA,2000,15,68511.0,4867.39896323759,8.12,21.894294346893197
DMA,2001,14,68288.0,5527.51527300496,8.12,20.50140581068416
DMA,2002,14,68367.0,5488.02784969357,7.87,20.477715857065544
DMA,2003,14,68531.0,5447.44011496284,7.93,20.428711094249316
DMA,2004,13,68649.0,5778.83306546506,7.93,18.936910952817957
DMA,2005,13,68734.0,5695.22442394675,7.91,18.913492594640207
DMA,2006,13,68806.0,6055.78109574854,7.58,18.893701130715346
DMA,2007,13,68847.0,6459.03503689609,7.32,18.882449489447616
DMA,2008,12,68854.0,6971.32633839289,7.14,17.428181369274114
DMA,2009,12,68864.0,7487.49010395154,6.88,17.425650557620816
DMA,2010,12,68859.0,7549.61964680375,6.55,17.42691587156363
DMA,2011,12,69053.0,7705.40717248319,6.37,17.37795606273442
DMA,2012,12,69118.0,7528.51001990155,6.39,17.361613472612056
DMA,2013,12,69715.0,7822.21797211398,6.4,17.21293839202467
DMA,2014,12,70373.0,8131.74876096735,6.41,17.051994372841857
DMA,2015,12,70410.0,8282.59874702141,6.31,17.043033659991476
DMA,2016,12,69606.0,8802.56172041363,6.3,17.239893112662703
DMA,2017,12,68496.0,8224.64896571414,6.21,17.519271198318147
DMA,2018,12,68174.0,9215.3085405645,6.1,17.602018364772494
DMA,2019,12,67880.0,9491.14995962374,6.1,17.678255745433116
DOM,2000,1989,8584190.0,2831.45883638033,7.91,23.170502982809094
DOM,2001,1997,8720283.0,2935.89367312668,7.91,22.90063292670662
DOM,2002,2050,8852235.0,3065.60329524196,7.8,23.157993433296788
DOM,2003,2154,8980620.0,2383.26171780393,7.45,23.984980992403642
DOM,2004,2288,9104892.0,2451.69161616569,7.17,25.129348047181665
DOM,2005,2367,9225034.0,3878.31206735244,6.96,25.658442017666275
DOM,2006,2434,9341183.0,4055.14270347371,7.16,26.056656849566053
DOM,2007,2435,9455658.0,4649.64558875814,7.21,25.751777401424626
DOM,2008,2423,9573130.0,5023.58513403515,7.14,25.310426161558443
DOM,2009,2420,9695265.0,4973.95186999952,6.99,24.960638002158785
DOM,2010,2418,9820175.0,5478.62470398954,6.84,24.622779125626582
DOM,2011,2448,9945621.0,5826.51014109195,6.78,24.613847642092935
DOM,2012,2601,10070411.0,6013.81965002603,6.73,25.82814147307394
DOM,2013,2801,10193833.0,6136.59429329301,6.65,27.47739736368057
DOM,2014,2882,10315528.0,6496.45166971142,6.59,27.938463256558464
DOM,2015,2930,10434829.0,6800.95309395474,6.57,28.079041831926524
DOM,2016,2935,10551430.0,7160.44200982307,6.64,27.816134874609414
DOM,2017,2837,10666843.0,7412.71571571512,6.69,26.59643532767849
DOM,2018,2750,10782053.0,7882.98221584944,6.76,25.50534670901729
DOM,2019,2668,10894043.0,8183.01623600375,6.76,24.490448587361
ECU,2000,2874,12689206.0,1382.23421759909,4.17,22.64917127202443
ECU,2001,2954,12910740.0,1791.30359685037,4.17,22.880175729663833
ECU,2002,3300,13138472.0,2059.1585535974,4.07,25.11707601919005
ECU,2003,3507,13372306.0,2315.62215223014,3.92,26.225843171701275
ECU,2004,3681,13608701.0,2586.20914663347,3.81,27.048871159708778
ECU,2005,4006,13846163.0,2909.02606014388,3.76,28.932203094821286
ECU,2006,4189,14086131.0,3243.67010359339,3.74,29.73847112454087
ECU,2007,4425,14328773.0,3478.92488770671,3.8,30.881918500628068
ECU,2008,4682,14575202.0,4194.75750661981,3.9,32.12305393777733
ECU,2009,4821,14825954.0,4053.36331139298,4.0,32.517300404412424
ECU,2010,4934,15076695.0,4520.30959039763,4.12,32.72600526839602
ECU,2011,4921,15326227.0,5153.6916424375,4.19,32.108359089291845
ECU,2012,4927,15572194.0,5634.08393191094,4.19,31.63972912230608
ECU,2013,4743,15807128.0,6109.29031510341,4.13,30.00545070552981
ECU,2014,4629,16035124.0,6405.79979300441,4.06,28.867877791278698
ECU,2015,4551,16266225.0,5976.1596805651,3.85,27.978218670896293
ECU,2016,4551,16505139.0,5917.63771271481,3.53,27.573230373885373
ECU,2017,4635,16759519.0,6233.32244797718,3.3,27.655924970161735
ECU,2018,4696,17049547.0,6303.91886658338,3.26,27.543253788502415
ECU,2019,4788,17340021.0,6205.05765246766,3.26,27.61242330675378
EGY,2000,23697,73083284.0,1366.09274372613,0.14,32.424651306036004
EGY,2001,24541,74652029.0,1295.1374184163,0.14,32.87385531075116
EGY,2002,24899,76239137.0,1116.82884626213,0.14,32.65907902394016
EGY,2003,25225,77853548.0,1031.27556291284,0.14,32.40057858377887
EGY,2004,25066,79477443.0,991.255689145253,0.15,31.538508353873436
EGY,2005,24965,81101004.0,1105.53920713903,0.16,30.782602888615287
EGY,2006,25392,82700403.0,1298.97900203124,0.17,30.703598868798743
EGY,2007,25408,84276225.0,1547.74170735909,0.2,30.148479004606575
EGY,2008,25929,85864789.0,1896.21594269779,0.2,30.19747710554556
EGY,2009,26837,87501636.0,2161.63964573927,0.21,30.670283696181404
EGY,2010,27409,89196072.0,2455.08194645282,0.2,30.728931650712155
EGY,2011,28205,91093059.0,2590.64384891965,0.2,30.96284207559656
EGY,2012,28813,93161001.0,2996.0677072015,0.19,30.928177768291693
EGY,2013,28515,95333553.0,3025.52563552448,0.19,29.91077024056787
EGY,2014,28405,97528654.0,3133.39102265541,0.19,29.12477393566818
EGY,2015,29193,99597342.0,3306.98159414141,0.18,29.311023179714976
EGY,2016,29058,101644589.0,3270.6287768197,0.16,28.58784740622051
EGY,2017,29308,103696057.0,2395.10333299491,0.15,28.26336974413598
EGY,2018,29391,105682094.0,2484.70315630508,0.15,27.810766126568232
EGY,2019,29490,107553158.0,2962.98892023003,0.15,27.41899963551047
SLV,2000,1598,5943366.0,1982.87093542615,3.14,26.887120867198824
SLV,2001,1538,5968060.0,2058.04459070452,3.14,25.770518392911598
SLV,2002,1451,5986631.0,2115.41187355626,3.23,24.237338162315332
SLV,2003,1487,5998599.0,2207.83089518069,3.24,24.78912159322535
SLV,2004,1524,6004671.0,2285.68907438892,3.18,25.38024148200626
SLV,2005,1503,6005578.0,2447.39140845394,3.09,25.02673348010799
SLV,2006,1482,6002319.0,2665.61807194853,3.08,24.690457138316038
SLV,2007,1385,6009824.0,2830.65693770733,3.05,23.045600004259693
SLV,2008,1279,6029297.0,2983.24829577976,2.98,21.213086699825865
SLV,2009,1299,6048279.0,2910.18651752011,2.81,21.477183840229593
SLV,2010,1169,6068249.0,3040.07300952878,2.71,19.264206198526132
SLV,2011,1172,6090127.0,3330.60049486653,2.68,19.244262065470885
SLV,2012,1032,6113975.0,3497.91256915509,2.69,16.87936244423636
SLV,2013,1059,6138839.0,3582.26694005169,2.74,17.25081892520719
SLV,2014,1208,6162955.0,3666.01248913873,2.78,19.600986864255866
SLV,2015,1248,6183676.0,3790.34089108162,2.89,20.182169958451897
SLV,2016,1251,6200800.0,3901.34014965811,3.01,20.174816152754484
SLV,2017,1259,6213533.0,4020.12671373919,3.15,20.262224405986096
SLV,2018,1276,6219807.0,4183.54620971358,3.28,20.51510601534742
SLV,2019,1279,6222318.0,4320.11671534627,3.28,20.555040742051435
GNQ,2000,226,703279.0,1487.3165506701,7.75,32.1351839028323
GNQ,2001,214,749836.0,1948.61145907844,7.75,28.539573986845127
GNQ,2002,202,797957.0,2264.21065580365,8.1,25.314647280492558
GNQ,2003,202,847862.0,2930.60183743733,8.5,23.82463183867186
GNQ,2004,203,899917.0,4901.30127408119,8.94,22.557635870863646
GNQ,2005,209,947367.0,8673.9026086535,9.11,22.061144202827414
GNQ,2006,215,990343.0,10184.8841248541,9.18,21.70965009092809
GNQ,2007,215,1036044.0,12616.9532942011,8.88,20.7520143932111
GNQ,2008,213,1084530.0,18210.5552970599,8.46,19.639843987718184
GNQ,2009,219,1135673.0,13232.5019378102,8.64,19.28371987359037
GNQ,2010,222,1189085.0,13720.1658723222,9.16,18.669817548787513
GNQ,2011,235,1241835.0,17198.2136668275,9.98,18.92360901407997
GNQ,2012,235,1293483.0,17308.5723924575,9.97,18.16800066177909
GNQ,2013,232,1346218.0,16304.0713196418,9.73,17.23346441661009
GNQ,2014,235,1399828.0,15548.6624656619,9.21,16.787776784004894
GNQ,2015,242,1453923.0,9068.91003238645,8.71,16.644622858294422
GNQ,2016,255,1508186.0,7453.19797948517,7.87,16.907728887551006
GNQ,2017,261,1562396.0,7809.10465655488,7.19,16.705111892247547
GNQ,2018,276,1616422.0,8102.47084834031,6.94,17.074749044494567
GNQ,2019,282,1670177.0,6804.14923073888,6.94,16.88443799669137
ERI,2000,760,2247031.0,314.357396753501,1.0,33.82240832458476
ERI,2001,769,2312079.0,325.409161513593,1.0,33.260109191770695
ERI,2002,842,2392978.0,304.775756465092,0.9,35.186282531640494
ERI,2003,871,2493903.0,348.950327077742,0.86,34.92517551805343
ERI,2004,905,2598284.0,426.840947887032,0.89,34.83068055685984
ERI,2005,923,2661215.0,412.753079199423,1.25,34.6834058879121
ERI,2006,939,2703502.0,447.997404727201,1.97,34.73272814297899
ERI,2007,954,2743222.0,480.44762365456,1.93,34.77662398449706
ERI,2008,976,2816327.0,490.066956003333,1.79,34.655066687923664
ERI,2009,981,2887885.0,642.92572288007,1.31,33.969496707798264
ERI,2010,989,2945186.0,539.699512069686,1.45,33.580222098027086
ERI,2011,992,2998485.0,688.68165957684,1.42,33.08337377042073
EST,2000,258,1396985.0,4070.60902410208,10.45,18.46834432724761
EST,2001,256,1388115.0,4502.66614992392,10.45,18.442276036207375
EST,2002,241,1379350.0,5343.18310760735,11.12,17.4719976800667
EST,2003,214,1370720.0,7205.40703313243,12.5,15.612232987043305
EST,2004,203,1362550.0,8916.0728274602,13.64,14.898535833547392
EST,2005,191,1354775.0,10414.6381183565,15.25,14.098282002546547
EST,2006,189,1346810.0,12641.4800976473,15.75,14.033159836948048
EST,2007,181,1340680.0,16745.4308011148,15.84,13.500611629919145
EST,2008,151,1337090.0,18205.9064113446,15.09,11.293181461232976
EST,2009,133,1334515.0,14712.4494217916,14.42,9.966167484067245
EST,2010,113,1331475.0,14663.7041018705,14.23,8.486828517245913
EST,2011,112,1327439.0,17555.5455239426,14.73,8.437299190395942
EST,2012,105,1322696.0,17568.2137969714,15.45,7.938332012798103
EST,2013,94,1317997.0,19310.3874900757,15.71,7.132034443173998
EST,2014,92,1314545.0,20581.7898991695,15.64,6.998619294128387
EST,2015,85,1315407.0,17722.1557669523,15.06,6.461878338795521
EST,2016,84,1315790.0,18666.3736521706,13.92,6.383997446401021
EST,2017,84,1317384.0,20851.5223496861,12.33,6.376272977355121
EST,2018,84,1321977.0,23618.1361254581,11.26,6.354119625379262
EST,2019,82,1326898.0,24021.2501413306,11.26,6.179826934700332
SWZ,2000,345,1041414.0,1629.67038842815,9.43,33.128035536299684
SWZ,2001,376,1051064.0,1429.85630359447,9.43,35.77327355898404
SWZ,2002,402,1059441.0,1315.73634647994,9.44,37.94453867652847
SWZ,2003,421,1066700.0,2015.21743065251,8.63,39.467516640104996
SWZ,2004,434,1073159.0,2525.5640452625,8.56,40.44135118840731
SWZ,2005,440,1079022.0,2871.06877437449,8.09,40.777667183801626
SWZ,2006,437,1084436.0,2964.95865200682,8.13,40.297444939120425
SWZ,2007,440,1090705.0,3109.11097608864,7.96,40.3408804397156
SWZ,2008,441,1098091.0,2946.8606613746,7.75,40.16060599713503
SWZ,2009,441,1105153.0,3189.79679956637,7.25,39.90397709638394
SWZ,2010,432,1111650.0,3922.74039390733,7.15,38.86115234111456
SWZ,2011,423,1117833.0,4225.06049411911,6.9,37.84107286150973
SWZ,2012,418,1123863.0,4224.54789174487,7.61,37.19314542786799
SWZ,2013,411,1129990.0,3949.94310039907,7.91,36.372003292064534
SWZ,2014,405,1136299.0,3771.07228381938,8.03,35.642027318513875
SWZ,2015,399,1142813.0,3419.82276559528,7.73,34.91384854740014
SWZ,2016,393,1149507.0,3238.17611961364,7.74,34.188569534591785
SWZ,2017,393,1158195.0,3853.09956569679,8.04,33.9321098778703
SWZ,2018,395,1168929.0,3972.65450620357,8.09,33.79161608617803
SWZ,2019,397,1179874.0,3913.14577547336,8.09,33.64766068241185
ETH,2000,10809,67411494.0,122.269202606069,1.2,16.034357582996158
ETH,2001,10532,69487762.0,118.457204255261,1.2,15.156625709142855
ETH,2002,10368,71635517.0,109.593813612988,1.15,14.473267499416526
ETH,2003,10189,73832663.0,116.800491132777,1.14,13.800125291430975
ETH,2004,10050,76077206.0,133.169812538096,1.21,13.210264320169697
ETH,2005,10047,78367470.0,158.243458082465,1.4,12.82037049301196
ETH,2006,9866,80703490.0,189.345737521418,1.47,12.224997952380994
ETH,2007,9750,83103217.0,237.146255996319,1.54,11.732397796345237
ETH,2008,9588,85543668.0,316.410475118075,1.53,11.20831059056294
ETH,2009,9408,88007636.0,368.574712267445,1.59,10.68998149206053
ETH,2010,9192,90538514.0,330.619412798644,1.67,10.152585451093222
ETH,2011,9082,93149970.0,343.024942351887,1.81,9.749868947891233
ETH,2012,8871,95798767.0,452.101031885754,1.95,9.260035674571887
ETH,2013,8591,98438751.0,484.039833104062,2.11,8.727254168432104
ETH,2014,8708,101115610.0,549.986577082588,2.27,8.61192450898531
ETH,2015,8664,103867135.0,597.912113218663,2.52,8.341425803262986
ETH,2016,8718,106718162.0,641.651523286233,2.77,8.169181174615808
ETH,2017,8951,109666481.0,696.348429076216,3.08,8.162019897401468
ETH,2018,9113,112664152.0,739.702022272086,3.36,8.088642073123667
ETH,2019,9212,115737383.0,793.473247210264,3.36,7.959398909166626
FJI,2000,103,840909.0,1995.72071163264,2.41,12.248649972827023
FJI,2001,100,849596.0,1944.997414609,2.41,11.770300236818441
FJI,2002,95,858049.0,2136.56794118683,2.37,11.071628776445168
FJI,2003,97,866286.0,2655.58079586044,2.45,11.197225858434743
FJI,2004,95,874366.0,3097.19096651759,2.53,10.865015336826913
FJI,2005,97,882379.0,3377.69126953493,2.67,10.993008673143853
FJI,2006,97,890365.0,3455.10599907349,2.84,10.89440847292964
FJI,2007,95,897832.0,3762.74692789299,2.98,10.581044115157402
FJI,2008,93,903399.0,3899.92231512129,3.05,10.294454609757151
FJI,2009,88,907239.0,3164.13275408169,2.87,9.699759379832656
FJI,2010,88,910419.0,3449.14452883369,2.85,9.665879117197687
FJI,2011,88,912989.0,4139.60288609702,2.81,9.638670345425849
FJI,2012,89,914918.0,4341.40338748749,2.95,9.727647723621134
FJI,2013,93,916352.0,4572.44377544245,2.98,10.148938399217768
FJI,2014,92,917585.0,5293.35676680464,3.03,10.026319087604962
FJI,2015,89,918578.0,5097.53106864695,3.06,9.688888695353036
FJI,2016,90,919166.0,5363.79026679243,3.05,9.79148488956293
FJI,2017,89,918759.0,5826.84814459328,3.18,9.686979937067283
FJI,2018,89,917180.0,6085.41979485376,3.45,9.70365686124861
FJI,2019,90,914899.0,5842.07344577597,3.45,9.837151423271857
FIN,2000,463,5176209.0,24335.9225082659,10.0,8.944770197648511
FIN,2001,457,5188008.0,24965.202996776,10.0,8.808775930954617
FIN,2002,445,5200598.0,26989.389260959,10.14,8.55670828623939
FIN,2003,431,5213014.0,32920.0857192568,10.45,8.267769854445048
FIN,2004,420,5228172.0,37768.1334202029,10.68,8.033400584372512
FIN,2005,404,5246096.0,39049.8703780223,10.95,7.700964679258633
FIN,2006,388,5266268.0,41214.0187765069,11.12,7.367646310442234
FIN,2007,384,5288720.0,48473.0240091455,11.21,7.26073605711779
FIN,2008,360,5313399.0,53769.4726240385,11.14,6.775324043987663
FIN,2009,341,5338871.0,47478.3495310999,10.89,6.387118175359547
FIN,2010,324,5363352.0,46506.2919016566,10.74,6.04099824139829
FIN,2011,309,5388272.0,51060.3242589767,10.5,5.734677091282697
FIN,2012,296,5413971.0,47551.6740841369,10.28,5.467336267593602
FIN,2013,281,5438972.0,49691.0145200739,9.92,5.1664174774203655
FIN,2014,271,5461512.0,50073.7760815871,9.66,4.961995872205353
FIN,2015,262,5479531.0,42560.3456767103,9.43,4.78143111153126
FIN,2016,260,5495303.0,43451.2562442158,9.3,4.7313132688042865
FIN,2017,264,5508214.0,46085.0174739036,9.23,4.7928421081679105
FIN,2018,265,5515525.0,49654.2497035329,9.16,4.804619687155801
FIN,2019,266,5521606.0,48358.1807773701,9.16,4.8174389842375565
FRA,2000,8873,60918661.0,22340.5939516217,13.72,14.565323423638613
FRA,2001,8543,61364377.0,22331.7948343036,13.72,13.921757895464333
FRA,2002,8020,61812142.0,24144.5727019529,13.57,12.974797087601333
FRA,2003,7370,62249855.0,29479.5222101175,13.26,11.839385007402829
FRA,2004,6732,62707588.0,33644.9282220364,12.94,10.735542881987424
FRA,2005,6401,63180854.0,34696.3718316971,12.81,10.13123374369077
FRA,2006,6001,63622342.0,36431.5658906555,12.75,9.432221152751653
FRA,2007,5710,64016890.0,41486.1907828787,12.63,8.919521082639285
FRA,2008,5478,64375116.0,45464.8181385158,12.51,8.509499229484884
FRA,2009,5323,64706436.0,41728.0884164132,12.31,8.226384157520283
FRA,2010,5106,65026211.0,40694.8211697025,12.25,7.852218238580747
FRA,2011,4862,65340830.0,43929.7840873812,12.11,7.440982919868022
FRA,2012,4580,65657659.0,40863.5814412333,11.93,6.975576147178807
FRA,2013,4335,65997932.0,42669.1795111893,11.84,6.568387627660819
FRA,2014,4191,66312067.0,43148.0459288416,11.73,6.3201166689616235
FRA,2015,4205,66548272.0,36702.4323733379,11.73,6.318721543964357
FRA,2016,4100,66724104.0,37024.2157133669,11.6,6.144705967126962
FRA,2017,4132,66918020.0,38687.1626407164,11.4,6.174719455237916
FRA,2018,4173,67158348.0,41418.1766484844,11.3,6.213672796120595
FRA,2019,4237,67382061.0,40408.2848574751,11.3,6.2880237516035615
GAB,2000,440,1275572.0,3982.906200928,9.64,34.49432881875739
GAB,2001,459,1309589.0,3835.75718279727,9.64,35.049164279785494
GAB,2002,466,1345135.0,3966.48001864663,8.88,34.64336293383192
GAB,2003,480,1382350.0,4710.74862768151,8.28,34.723478135059864
GAB,2004,483,1421609.0,5465.79193590708,8.27,33.97558681747231
GAB,2005,492,1463495.0,6547.87613955186,8.89,33.618153803053644
GAB,2006,499,1508337.0,6847.00985685394,9.26,33.08279250591877
GAB,2007,516,1556237.0,8003.54289696049,9.28,33.15690347935437
GAB,2008,528,1607175.0,9688.64519690633,9.19,32.85267627980774
GAB,2009,529,1661556.0,7290.57526093114,9.05,31.83762689912347
GAB,2010,515,1719879.0,8356.74662013345,8.91,29.943966988375344
GAB,2011,513,1781985.0,10219.1139339454,8.68,28.788121112130575
GAB,2012,508,1846889.0,9296.96587941088,8.41,27.50571366227207
GAB,2013,500,1913059.0,9197.70106323947,8.47,26.136151577133795
GAB,2014,504,1978399.0,9201.36276648105,8.66,25.475144295968608
GAB,2015,507,2040989.0,7047.12654634355,8.6,24.840898211602315
GAB,2016,510,2100306.0,6677.07003901644,8.2,24.2821760257791
GAB,2017,514,2156900.0,6921.73373135624,7.69,23.830497473225464
GAB,2018,517,2212318.0,7624.2775233771,7.33,23.369153982384088
